N,N
NORTH,N
NOR,N
NRTH,N
S,S
SOUTH,S
STH,S
SOU,S
E,E
EAST,E
EST,E
W,W
WEST,W
WST,W
OP,OP
OVERPASS,OP
OVRPASS,OP
EB,EB
EASTBOUND,EB
WB,WB
WESTBOUND,WB
OB,OB
OUTBOUND,OB
SB,SB
SOUTHBOUND,SB
IB,IB
INBOUND,IB
