Street_ID,Base_Street_ID,Alias Type,Pre Dir,Street Name,Type,Suffix,FULLNAME,Tiered?,Min Address,Max Address,Chicago Coord,Chicago Coord Dir
3036,207,911,,ST JOACHIN,DR,,ST JOACHIN DR,,700,800
3344,207,ALIAS,E,91,ST,,E 91 ST,,1,3399,9100,S
3852,207,HONORARY,E,ST AILBE,DR,,E ST AILBE DR,,1400,1428,9100,S
3345,208,ALIAS,E,92,PL,,E 92 PL,,530,2399,9232,S
3346,209,ALIAS,E,92,ST,,E 92 ST,,1,3399,9200,S
3347,210,ALIAS,E,93,CT,,E 93 CT,,3500,3599,9363,S
3348,211,ALIAS,E,93,PL,,E 93 PL,,1010,1030,9332,S
3349,212,ALIAS,E,93,ST,,E 93 ST,,1,3299,9300,S
3843,212,HONORARY,E,REV MILTON COLEMAN,ST,,E REV MILTON COLEMAN ST,,1100,1125,9300,S
3350,213,ALIAS,E,94,PL,,E 94 PL,,3000,3026,9400,S
3351,213,ALIAS,E,94,ST,,E 94 ST,,1,3599,9400,S
3352,214,ALIAS,E,95,PL,,E 95 PL,,1232,2599,9532,S
3353,215,ALIAS,E,95,ST,,E 95 ST,,1,3699,9500,S
3354,216,ALIAS,E,96,PL,,E 96 PL,,1232,2799,9632,S
3355,217,ALIAS,E,96,ST,,E 96 ST,,100,3699,9600,S
3356,218,ALIAS,E,97,PL,,E 97 PL,,1232,2599,9732,S
3357,219,ALIAS,E,97,ST,,E 97 ST,,0,3799,9700,S
3358,219,ALIAS,E,97(N),ST,,E 97(N) ST,,1014,1240,9700,S
3359,220,ALIAS,E,98,PL,,E 98 PL,,58,2199,9832,S
3360,221,ALIAS,E,98,ST,,E 98 ST,,38,4099,9800,S
3361,222,ALIAS,E,99,PL,,E 99 PL,,1,699,9932,S
3362,223,ALIAS,E,99,ST,,E 99 ST,,108,3799,9900,S
3340,224,ALIAS,E,9,ST,,E 9 ST,,1,99,900,S
2708,225,911,E,SIR GEORG SOLTI,PL,,E SIR GEORG SOLTI PL,,50,100
3139,233,ALIAS,E,103,ER,,E 103 ER,,900,1559,0
3189,234,ALIAS,E,130 ST,ER,,E 130 ST ER,,1335,1499,0
3191,235,ALIAS,E,130 ST,XR,,E 130 ST XR,,1282,1499,0
2733,237,911,I,CALUMET,,,I CALUMET,,0,0
2738,237,911,I,FORD,EXPY,,I FORD EXPY,,0,0
2745,237,911,I,I94,,,I I94,,0,0
2754,237,911,I,RYAN,,,I RYAN,,9500,9900
2823,237,911,N,FORD,EXPY,,N FORD EXPY,,0,0
3059,237,911,W,CALUMET,,,W CALUMET,,0,0
3107,237,911,W,RYAN,,,W RYAN,,0,0
4354,237,NAMING_CONV,E,IB BISHOP FORD,EXPY,,E IB BISHOP FORD EXPY,,1,1029
2894,238,911,O,FORD,EXPY,,O FORD EXPY,,0,0
2979,238,911,S,FORD,EXPY,,S FORD EXPY,,0,0
4365,238,NAMING_CONV,E,OB BISHOP FORD,EXPY,,E OB BISHOP FORD EXPY,,100,959
3384,239,ALIAS,E,STONY ISLAND CONNECT,XPRSS,,E STONY ISLAND CONNECT XPRSS,,1200,1432,0
2705,244,911,E,REV WILLIAM & MATTIE ALLEN,PL,,E REV WILLIAM & MATTIE ALLEN PL,,532,600
2941,244,911,,RV WM & MATTIE ALLEN,PL,,RV WM & MATTIE ALLEN PL,,532,600
3213,248,ALIAS,E,22,ST,,E 22 ST,,1,333,2200,S
3794,255,HONORARY,E,BEATRICE T SPACHNER,WAY,,E BEATRICE T SPACHNER  WAY,,50,95,500,S
2762,258,911,,JACK KROMELOW,WAY,,JACK KROMELOW WAY,,0,100
3814,258,HONORARY,E,JACK KROMELOW,WAY,,E JACK KROMELOW  WAY,,1,30,900,N
3364,260,ALIAS,E,DREXEL SQ.,DR,,E DREXEL SQ. DR,,800,900,5130,S
3851,263,HONORARY,E,SISKEL & EBERT,WAY,,E SISKEL & EBERT  WAY,,300,363,658,N
2681,266,911,E,FORMAN,DR,,E FORMAN DR,,0,0
3368,267,ALIAS,E,GARFIELD,DR,,E GARFIELD DR,,400,440,5500,S
2684,268,911,E,GOTHE,ST,,E GOTHE ST,,1,99
3854,268,HONORARY,E,STANLEY PAUL,WAY,,E STANLEY PAUL  WAY,,1,33,1300,N
3826,272,HONORARY,E,MIKE ALEXANDROFF,WAY,,E MIKE ALEXANDROFF  WAY,,50,85,600,S
4356,274,NAMING_CONV,E,LOWER HUBBARD,ST,,E LOWER HUBBARD ST,,122,259
3821,276,HONORARY,E,JOSEPH L MOORE,WAY,,E JOSEPH L MOORE  WAY,,300,399,700,N
2616,277,911,,51ST,ST,,51ST ST,,0,0
4357,280,NAMING_CONV,E,LOWER ILLINOIS,ST,,E LOWER ILLINOIS ST,,136,229
2699,281,911,E,NBC PLAZA,,,E NBC PLAZA,,100,300
3369,281,ALIAS,E,ILLINOIS(U),ST,,E ILLINOIS(U) ST,,215,235,500,N
3830,281,HONORARY,E,NBC,PLZ,,E NBC PLZ,,100,199,500,N
3801,282,HONORARY,E,DEPAUL,WAY,,E DEPAUL  WAY,,1,34,300,S
3370,292,ALIAS,E,MADISON,PARK,,E MADISON PARK,,1200,1400,0
3798,293,HONORARY,E,CARSON PIRIE SCOTT,WAY,,E CARSON PIRIE SCOTT  WAY,,1,24,0
2785,297,911,,MAC FETRIDGE,DR,,MAC FETRIDGE DR,,0,0
4364,297,NAMING_CONV,E,MC FETRIDGE,DR,,E MC FETRIDGE DR,,329,539
3371,300,ALIAS,E,MIDWAY PL(N),DR,,E MIDWAY PL(N) DR,,732,1637,5900,S
3373,300,ALIAS,E,MIDWAY PLAISANCE,DR,,E MIDWAY PLAISANCE DR,,732,1637,5900,S
